"","lat","lon","Complaint.Type","Identifier","Severity"
"11263",43.056559,-76.192201,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Bed Bugs","112.-05-73.0",51
"11304",43.022394,-76.157255,"Property Maintenance-Int","078.-02-13.0",11
"11305",43.0536559,-76.138174,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","018.-08-03.2",13
"11308",43.0371164,-76.1127982,"Property Maintenance-Ext; Property Maintenance-Ext","037.-18-11.0",12
"11321",43.0185109,-76.147073,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-01-23.0",13
"11326",43.0389709,-76.170247,"Illegal Trash Set Out; Illegal Trash Set Out; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-06-10.0",16
"11332",42.988442,-76.141399,"Property Maintenance-Ext","064.-10-21.0",11
"11337",43.068337,-76.154007,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","015.-10-09.0",14
"11345",43.052987,-76.1403,"Property Maintenance-Ext; Property Maintenance-Ext","030.-01-10.0",12
"11356",43.030821,-76.182521,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","088.-04-33.0",13
"11371",43.022213,-76.157256,"Property Maintenance-Int; Property Maintenance-Int","078.-02-15.0",12
"11384",43.037419,-76.172255,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-04-07.0",13
"11406",43.022186,-76.156048,"Property Maintenance-Ext; Property Maintenance-Ext","078.-03-13.0",12
"11410",43.061365,-76.143364,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-03-25.0",15
"11432",43.060781,-76.106499,"Property Maintenance-Ext; Property Maintenance-Ext","027.-18-29.0",12
"11435",43.059386,-76.122967,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","019.-20-13.0",13
"11471",41.7323673,-71.5476849,"Property Maintenance-Ext; Property Maintenance-Ext; Vacant Lot: Overgrown","078.-07-29.0",13
"11481",43.057099,-76.142897,"Property Maintenance-Ext; Property Maintenance-Ext","016.-21-04.0",12
"11483",37.6545747,-97.6812819,"Property Maintenance-Ext; Property Maintenance-Ext","019.-14-17.0",12
"11486",34.1754262,-87.9521675,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-11-04.0",15
"11492",43.030603,-76.185481,"Illegal Trash Set Out","088.-01-19.0",11
"11493",38.6815306,-98.4758872,"Property Maintenance-Ext; Property Maintenance-Ext","058.-04-16.0",12
"11527",43.025794,-76.142048,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-05-06.0",14
"11532",43.042764,-76.16696,"Property Maintenance-Ext; Property Maintenance-Ext","097.-01-29.0",12
"11534",43.014137,-76.151131,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-10-37.0",14
"11537",43.069954,-76.143606,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","010.-18-13.0",13
"11540",43.045134,-76.1589599,"Property Maintenance-Ext; Property Maintenance-Ext","100.-20-02.0",12
"11550",43.071377,-76.142623,"Property Maintenance-Ext; Property Maintenance-Ext","010.-04-13.0",12
"11569",43.0098429,-76.156377,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-03-13.0",13
"11574",43.034804,-76.169209,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-15-06.11",14
"11576",43.033011,-76.178744,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","091.-13-23.0",14
"11598",43.050572,-76.1774049,"Complaint Reqst - General; Overgrowth: Private, Occ","109.-08-24.0",12
"11613",40.4215056,-120.6464429,"Property Maintenance-Ext; Property Maintenance-Ext","009.-27-01.0",12
"11621",43.006196,-76.1586559,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","070.-02-26.0",13
"11624",43.0558987,-76.0867271,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","033.-01-09.0",14
"11641",43.079235,-76.149858,"Property Maintenance-Ext; Property Maintenance-Ext","004.-13-03.0",12
"11643",43.050557,-76.176788,"Property Maintenance-Ext; Property Maintenance-Ext","109.-08-19.0",12
"11662",43.067747,-76.163127,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","002.-15-22.0",14
"11666",43.018822,-76.147882,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-01-04.0",13
"11694",43.0277559,-76.148017,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-21-15.0",13
"11700",43.036097,-76.173143,"Property Maintenance-Ext; Property Maintenance-Ext","092.-17-19.0",12
"11713",43.032744,-76.144234,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","085.-09-27.0",14
"11748",43.061693,-76.137431,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-12-23.0",13
"11770",43.0481221,-76.1474244,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ","048.-01-06.0",12
"11774",43.068424,-76.101553,"Building W/O Permit","024.-11-03.0",11
"11799",43.064721,-76.139935,"Property Maintenance-Ext; Property Maintenance-Ext","015.-03-17.0",12
"11829",43.06168,-76.11969,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","020.-15-14.0",16
"11856",43.02308,-76.146457,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-02-37.0",14
"11863",43.018388,-76.159492,"Property Maintenance-Ext; Property Maintenance-Ext","078.-15-24.0",12
"11865",43.0300129,-76.1526389,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","085.-12-43.0",14
"11875",43.0720592,-76.0054418,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","077.-10-02.0",31
"11878",43.024886,-76.1507419,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-25-24.0",14
"11889",43.057069,-76.150908,"Property Maintenance-Ext; Property Maintenance-Ext","017.-03-07.0",12
"11897",35.081664,-81.643812,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-09-18.0",14
"11901",43.047449,-76.185757,"Trash/Debris-Private, Occ; Property Maintenance-Ext; Property Maintenance-Ext","110.-06-37.0",13
"11902",43.014175,-76.148857,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Overgrowth: Private, Occ; Overgrowth: Private, Occ; Overgrowth: Private, Occ; Overgrowth: Private, Occ; Overgrowth: Private, Occ","075.-10-21.0",27
"11920",43.03737,-76.1801289,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","091.-03-16.0",13
"11925",43.048761,-76.17344,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","109.-06-19.0",13
"11929",43.065163,-76.151656,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","009.-02-07.0",21
"11933",43.022651,-76.1424849,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-11-14.0",13
"11935",43.019388,-76.156845,"Property Maintenance-Ext","078.-13-20.0",11
"11938",43.0563984,-76.1204666,"Property Maintenance-Ext; Property Maintenance-Ext","028.-16-05.2",12
"11940",43.077003,-76.156697,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","003.-16-23.0",14
"11967",43.072466,-76.140426,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","011.-10-35.0",13
"11980",43.061361,-76.147511,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext","009.-27-36.0",13
"11995",43.065418,-76.152811,"Property Maintenance-Ext","007.-31-22.0",11
"12019",42.994048,-76.145097,"Property Maintenance-Ext; Property Maintenance-Ext","067.-17-16.0",12
"12032",43.0364379,-76.17335,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-17-24.0",13
"12035",43.020579,-76.146625,"Property Maintenance-Ext; Property Maintenance-Ext","077.-21-20.0",12
"12052",43.065712,-76.145687,"Property Maintenance-Ext","009.-22-03.0",11
"12053",43.017103,-76.15789,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-02-09.0",13
"12056",43.065721,-76.140979,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","015.-02-08.0",13
"12076",43.049644,-76.1770669,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","109.-01-36.0",14
"12182",43.060878,-76.154669,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety","008.-08-16.0",37
"12268",43.015393,-76.147428,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-16-02.0",13
"12271",43.022488,-76.153036,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","078.-06-67.0",13
"12275",43.051893,-76.160085,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","105.-05-01.1",14
"12277",43.0368009,-76.180578,"Property Maintenance-Ext","091.-03-28.0",11
"12307",43.0631569,-76.125552,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","019.-11-01.0",13
"12318",43.002343,-76.143935,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","071.-20-14.0",13
"12321",43.015524,-76.142259,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-10-29.0",14
"12337",43.021232,-76.145285,"Property Maintenance-Ext; Property Maintenance-Ext","077.-19-15.0",12
"12344",43.013492,-76.144712,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-14-59.0",14
"12348",43.072708,-76.139818,"Property Maintenance-Ext","011.-09-17.11",11
"12349",43.050438,-76.169706,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","105.-08-42.0",21
"12364",43.068137,-76.118425,"Property Maintenance-Ext","021.-03-33.0",11
"12365",43.2143363,-75.4694473,"Property Maintenance-Ext; Property Maintenance-Ext","105.-11-03.1",12
"12374",38.097219,-122.218274,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-06-13.0",14
"12384",37.2854862,-121.8441697,"Property Maintenance-Ext; Property Maintenance-Ext","024.-23-36.1",12
"12392",43.046844,-76.114931,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int","037.-05-05.0",14
"12396",43.077946,-76.160306,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","003.-03-07.0",13
"12400",38.3315011,-90.1669073,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","009.-18-24.1",14
"12404",43.039416,-76.171355,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-14-22.0",13
"12406",43.047526,-76.179498,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","110.-14-10.0",13
"12408",43.025245,-76.159456,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Building W/O Permit","083.-09-10.0",14
"12411",43.062945,-76.151919,"Property Maintenance-Ext; Property Maintenance-Ext","009.-01-31.0",12
"12414",43.0559562,-76.1523739,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Bed Bugs; Property Maintenance-Ext","017.-02-10.1",14
"12420",43.050602,-76.191334,"Property Maintenance-Ext; Property Maintenance-Ext","111.-15-08.0",12
"12429",43.792887,-91.244545,"Property Maintenance-Ext; Property Maintenance-Ext","079.-20-14.0",12
"12440",43.05991,-76.14263,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-07-22.0",15
"12443",43.010373,-76.154227,"Property Maintenance-Ext; Property Maintenance-Ext","073.-05-10.0",12
"12445",43.046876,-76.116038,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","037.-05-02.0",15
"12449",43.0663849,-76.153358,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-30-16.0",13
"12451",43.040347,-76.170878,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-16-53.0",13
"12454",43.072031,-76.138659,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","010.-06-02.0",13
"12460",43.021505,-76.14719,"Property Maintenance-Ext","077.-22-23.0",11
"12461",43.071225,-76.156812,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-08-18.0",13
"12464",43.034923,-76.164215,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","093.-14-27.0",14
"12470",43.025996,-76.149032,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-23-05.0",13
"12480",43.020248,-76.158806,"Property Maintenance-Ext; Property Maintenance-Ext","078.-12-38.0",12
"12482",43.032819,-76.162726,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","086.-02-07.0",13
"12486",43.059757,-76.142773,"Property Maintenance-Ext; Property Maintenance-Ext","016.-07-24.0",12
"12489",43.031566,-76.160662,"Property Maintenance-Ext","086.-22-01.0",11
"12490",42.997705,-76.132283,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","063.-01-18.0",13
"12493",43.024712,-76.161506,"Property Maintenance-Ext; Property Maintenance-Ext","083.-13-32.0",12
"12495",43.074379,-76.160185,"Property Maintenance-Int","003.-13-22.0",11
"12505",43.025523,-76.141507,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-05-13.0",14
"12528",43.012913,-76.146013,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","072.-01-09.0",14
"12532",34.7250013,-95.8983604,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-12-14.0",13
"12541",43.054289,-76.1709,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","108.2-04-10.0",14
"12546",43.014058,-76.1515019,"Property Maintenance-Ext; Property Maintenance-Ext","075.-10-39.0",12
"12551",43.050081,-76.103481,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","035.-03-28.0",17
"12557",43.046085,-76.120051,"Property Maintenance-Ext; Property Maintenance-Ext","047.-06-11.0",12
"12560",43.065948,-76.148758,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","009.-05-26.0",14
"12583",43.0534139,-76.135792,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","018.-07-08.0",14
"12603",43.033495,-76.172906,"Property Maintenance-Ext; Property Maintenance-Ext","092.-22-09.0",12
"12626",43.032505,-76.175987,"Property Maintenance-Ext; Property Maintenance-Ext","088.-09-06.0",12
"12628",42.1520887,-70.9547411,"Property Maintenance-Ext; Property Maintenance-Ext","009.-05-11.0",12
"12742",43.041058,-76.164678,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext","097.-05-21.0",14
"12758",43.013039,-76.143175,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","072.-01-26.0",14
"12790",32.5378599,-82.9130199,"Property Maintenance-Ext; Property Maintenance-Ext","093.-13-25.0",12
"12792",43.023394,-76.156941,"Property Maintenance-Ext; Property Maintenance-Ext","083.-11-32.0",12
"12794",43.057284,-76.190681,"Property Maintenance-Ext; Property Maintenance-Ext","112.-05-19.0",12
"12807",43.032455,-76.158438,"Property Maintenance-Int; Property Maintenance-Int","086.-06-34.0",12
"12828",40.962512,-74.1178872,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","046.-16-03.0",14
